no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online
2,0,0,3,0,-0.5634456406132133,0,0,0,0.04263901209281501,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,2,0,2.4065887678179143,0,0,0,-0.3842591107366081,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,1,0,0.8575119979303064,0,0,0,-0.9534566078425055,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,2.592943867954769,0,0,0,-1.4657343552378133,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.5867400281303202,0,0,0,-0.28180356125754674,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,-0.24897140913227048,0,0,0,0.7541358834751869,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,1,2,0,0.6245681227592376,0,0,0,3.5602795442072614,2,1,True,False,False,False,False,False,False,True,False,False,False,False,True
2,0,2,3,0,0.636215316517791,0,0,0,0.29593189830493954,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,1,0,-0.6100344156474271,0,0,0,1.2450687247290235,4,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,3,0,0.927395160481627,0,0,0,-0.11531329335407146,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.7963895157842822,0,0,0,0.2797097696374213,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,0,0,0.9041007729645201,0,0,0,0.05117697454940339,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,-0.7381535469915149,0,0,0,-1.1136857032778156,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.27226579664937733,0,0,0,-0.9312579054553756,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,-0.06261630899541543,0,0,0,-0.28180356125754674,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
3,0,1,3,0,-0.3188545716835911,0,0,0,1.382529920280098,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,1,3,1,-0.38873773423491176,0,0,0,1.7929213156934498,2,0,True,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,1,0,-0.7730951282671753,0,0,0,-0.12812023703895423,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,2.7327101930574105,0,0,0,0.32723776064576376,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False
3,0,2,2,0,-0.342148959200698,0,0,0,2.319429000516405,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.35379615295925143,0,0,0,-0.09966036218365937,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,-0.9827446159211373,1,0,2,-2.945647847713147,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2,0,0,2,0,-0.7265063532329615,0,0,0,-0.44117886044719784,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1,1,4,0,-0.44697370302767897,0,0,0,0.4459154387923434,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,0.17032756617565337,0,0,0,-0.8894218894180921,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9594502284040304,0,0,0,0.4695371349222381,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,-0.13249947154673608,0,0,0,-0.6688578592895569,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
0,2,2,4,0,1.7543459173389215,0,0,0,-2.7748885985813776,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.19362195369276025,0,0,0,0.1564785115139945,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,1,0.4731546038980428,0,0,0,-0.512328547585435,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,0,0,-0.9827446159211373,0,0,0,-0.1565801118942491,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,0.17032756617565337,0,0,0,0.12801863665869964,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,-0.9478030346454769,0,0,0,1.864071002831687,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9943918096796907,1,4,15,-2.945647847713147,1,0,False,False,False,False,False,False,False,False,True,True,False,False,False
2,0,0,3,0,-0.6566231906816409,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0,2,5,0,-0.09755789027107575,0,0,0,-0.1844707892524382,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,2,4,0,-0.7963895157842822,0,0,0,-0.4554087978748453,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
3,0,2,3,0,1.4398716858579783,0,0,0,0.7171380461633032,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,2,0,0.9739839355158407,0,0,0,0.07109888694810988,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,2,0,1.95234821123433,0,0,0,-2.888728098002557,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,-0.2606186028908239,0,0,0,-0.46110077284590434,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
3,0,0,2,0,0.10044440362433274,0,0,0,1.152574131449315,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,1,-0.9943918096796907,0,0,0,-0.6688578592895569,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,2,0,-0.4003849279934652,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,0.19362195369276025,0,0,0,1.0501185819702537,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,1,0,-0.9827446159211373,0,0,0,0.1564785115139945,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,3,0,0.8808063854474133,0,0,0,0.35854362298658793,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.7265063532329615,0,0,0,-0.4696387353024927,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.4003849279934652,0,0,0,0.10240474928893407,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,3,0,-0.7730951282671753,1,1,0,-0.6688578592895569,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,4,0,-0.8313310970599425,0,0,0,-0.3435614896935362,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,3,0,-0.9012142596112631,0,0,0,-1.3518948558166337,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.5750928343717668,0,0,0,-0.5265584850130824,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,0,2,0,-0.6566231906816409,0,0,0,2.7819019669149467,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,2,0,-0.8313310970599425,0,0,0,-0.09966036218365937,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,4,0,-0.9943918096796907,0,0,0,-0.3842591107366081,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.9128614533698166,0,0,0,0.44107726006694326,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.2023826340980567,0,0,0,-0.11531329335407146,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,1,1,-0.9943918096796907,0,0,0,-1.522654104948403,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
3,0,2,2,0,-0.55179844685466,0,0,0,1.3651693966183678,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.342148959200698,0,0,0,-0.6119381095789671,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,1,0,3,0,-0.4003849279934652,0,0,0,0.17924641139823033,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,4,0,-0.17908824658094982,0,0,0,1.8953768651725111,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,2.4065887678179143,0,0,0,0.32723776064576376,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,2,0,-0.7148591594744081,0,0,0,1.4152587763636866,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,2.2202336676810592,0,0,0,-0.24195973646013372,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,1,-0.9943918096796907,0,0,0,-0.9861854639260949,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,1,0,2,0,-0.9594502284040304,0,0,0,0.21339826122458425,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,4,0,-0.03932192147830855,0,0,0,0.16700866521045374,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.15579385906384294,0,0,0,-1.2380553563954544,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,0.4382130226223825,0,0,0,-0.29660269618229995,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,0,4,1,-0.9943918096796907,0,0,0,0.09955876180340476,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,1,0,0,-0.9943918096796907,0,0,0,1.0387346320281357,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.8313310970599425,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,4,0,-0.6799175781987478,0,0,0,0.1849383863692894,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,2,1,1,0,1.9057594362001162,0,0,0,-0.4804534877475046,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,1,3,0,0.4032714413467222,0,0,0,0.691524158793538,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,1,0,-0.9478030346454769,0,0,0,2.1771296262399304,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,5,0,0.5197433789322566,0,0,0,-0.3572222296240779,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,4,0,-0.19073544033950326,0,0,0,0.9007042389799557,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.9827446159211373,0,0,0,-0.41271898559190295,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,-0.24897140913227048,0,0,0,0.35854362298658793,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,2,0,1,0,0.030561241073012096,0,0,0,1.5111685546260303,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,0,3,0,-0.06261630899541543,0,0,0,-0.6916257591737927,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,0.7526872541033254,0,0,0,-0.07120048732836448,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,-0.12085227778818262,0,0,0,-1.4415434616108127,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,0.007266853555905214,0,0,0,-1.09575598211898,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,-0.5867400281303202,0,0,0,-0.42979491050507973,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,1,1,0,-0.9012142596112631,0,0,0,2.392001681397407,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,2,4,0,-0.19073544033950326,0,0,0,0.4695371349222381,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,0,4,0,0.4731546038980428,0,0,0,0.07195268319376875,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,2,0,-0.9012142596112631,0,0,0,-0.01428073761777474,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.8196839033013891,0,0,0,-0.418410960562962,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,4,0,0.8342176104131995,0,0,0,-0.16369508060807283,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.19362195369276025,0,0,0,-0.05697054990071705,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,1,-0.9710974221625838,1,0,6,-1.0388362324083902,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,-0.9943918096796907,0,0,0,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.6682703844401944,0,0,0,1.5794722542787383,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,2,0,-0.8546254845770493,0,0,0,-0.3842591107366081,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.6915647719573013,0,0,0,0.014179137237520133,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,5,0,-0.5634456406132133,0,0,0,-0.4300795092536328,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.8546254845770493,0,0,0,-1.0103763575530953,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,-0.12085227778818262,0,0,0,-0.7533836876097826,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.9012142596112631,0,0,0,0.8565914329542482,3,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,1,0,0.44986021638093593,0,0,0,-0.2561896738877812,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,0,0,-0.4236793155105721,0,0,0,-0.2946105049424291,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,4,0,-0.9710974221625838,0,0,0,-0.4889914502040934,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,0.5080961851737031,0,0,0,-0.6475129531480857,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,2,8,0,-0.47026809054478586,0,0,0,3.251489902027312,3,0,False,False,False,False,False,False,False,False,True,False,False,False,True
3,0,2,1,0,-0.19073544033950326,0,0,0,1.6733898413012116,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.7148591594744081,0,0,0,1.2664136308704945,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.17908824658094982,0,0,0,-0.09966036218365937,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
3,0,2,4,0,0.345035472553955,0,0,0,1.3574852304074378,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,1,0,-0.9710974221625838,0,0,0,1.0671945068834305,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,1.8009346923731353,0,0,0,-0.2305757865180156,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9478030346454769,0,0,0,-0.640397984434262,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,1,3,0,1.451518879616532,0,0,0,-0.8751919519904446,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,4,0,-0.6100344156474271,0,0,0,1.5367824419957958,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,1,1,0,-0.3770905404763583,0,0,0,0.5634547219447111,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,1,0,-0.9943918096796907,0,0,0,-0.41271898559190295,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,0,1,0,-0.7847423220257287,0,0,0,0.6972161337645971,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,1,0,1.1137502606184821,0,0,0,4.169320866110572,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False
2,0,1,3,0,2.383294380300807,0,0,0,-0.8410401021640908,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.8779198720941562,0,0,0,-0.4554087978748453,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
3,0,2,2,0,-0.55179844685466,0,0,0,0.4291241126277193,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,2,0,2,0,-0.9943918096796907,0,0,0,1.408713005146969,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,0,1,0,-0.44697370302767897,0,0,0,-0.051278574929658,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,-0.7730951282671753,0,0,0,0.1564785115139945,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,1.032219904308608,0,0,0,-0.9534566078425055,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,3,0,0.6828040915520047,0,0,0,0.7427519335330688,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,1.6145795922362802,0,0,0,-0.4804534877475046,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0,2,5,0,1.218575004445463,0,0,0,-0.40560401687807923,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,-0.5750928343717668,0,0,0,0.24185813607987913,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,1.8591706611659025,0,0,0,-0.8111572335660312,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,-0.5052096718204462,0,0,0,0.16530107271913597,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,0.37997705382961533,0,0,0,0.35854362298658793,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1,1,3,0,-0.6915647719573013,0,0,0,-0.3842591107366081,2,0,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0,0,3,0,-0.633328803164534,0,0,0,-0.20496189914825047,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,0.25185792248552746,0,0,0,-1.2070340928031829,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,1,0,-0.9943918096796907,1,0,1,-0.8111572335660312,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,0,2,1,-0.7148591594744081,0,0,0,1.2664136308704945,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.6100344156474271,0,0,0,0.35854362298658793,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,1,0,2,0,-0.9827446159211373,0,0,0,-0.9420726579003874,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,2,2,0,0.48480179765659626,0,0,0,1.1269602440795496,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,3,0,1.2418693919625698,0,0,0,-0.042740612473069615,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,3,0,-0.5634456406132133,0,0,0,-0.24195973646013372,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,1.9989369862685438,0,0,0,-0.05697054990071705,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,0,-0.6216816094059806,0,0,0,-0.24195973646013372,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,1,1,0,-0.9361558408869235,0,0,0,0.7825957583304817,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,3,0,2.161997698888292,0,0,0,-0.06180872862611723,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,2,3,0,-0.5168568655789996,0,0,0,0.04263901209281501,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9943918096796907,1,0,1,-1.522654104948403,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2,0,1,2,0,-0.7614479345086218,0,0,0,1.6079321291340332,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,4,0,0.3100938912782947,0,0,0,0.3636664004605412,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False
2,2,1,3,0,-0.09755789027107575,0,0,0,2.400539643853995,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,0,2,4,0,-0.842978290818496,0,0,0,-0.35579923588131324,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,2,1,0.15868037241709995,0,0,0,-0.34299229219643046,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,2,5,0,-0.2839129904079308,0,0,0,0.8195935956423653,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.06261630899541543,0,0,0,0.9248951326069561,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,0,-0.5750928343717668,0,0,0,0.10240474928893407,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,2,0,0.29844669751974123,0,0,0,-0.6916257591737927,2,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,2.7560045805745172,0,0,0,-1.4657343552378133,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,-0.6216816094059806,0,0,0,-0.40418102313531457,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.9943918096796907,0,0,0,-2.945647847713147,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2,0,0,2,0,2.0688201488198645,0,0,0,0.1849383863692894,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1,2,1,0,0.2052691474513137,0,0,0,-0.7459841201474058,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,-0.5168568655789996,0,0,0,-1.09575598211898,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,3,0,-0.7847423220257287,0,0,0,-0.5265584850130824,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,0.19362195369276025,0,0,0,-0.05697054990071705,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,5,0,0.46150741013948937,0,0,0,1.1269602440795496,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True
2,2,1,1,0,-0.7730951282671753,0,0,0,2.006370377108161,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,1,1,2,0,-0.6100344156474271,0,0,0,-0.03221045877661038,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,3,0,-0.842978290818496,0,0,0,0.270318010935174,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,2,0,1.6145795922362802,0,0,0,-0.1577185068884611,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9943918096796907,0,0,0,-2.945647847713147,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,1,0,-0.342148959200698,0,0,0,0.4695371349222381,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,2,0,-0.7847423220257287,0,0,0,-0.35579923588131324,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1,2,5,0,0.4032714413467222,0,0,0,-0.43036410800218594,4,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,2,5,0,1.1836334231698027,0,0,0,-0.11531329335407146,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,1,0,-0.9827446159211373,1,0,4,-0.7826973587107363,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0,-0.9361558408869235,0,0,0,-0.41271898559190295,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,1,4,0,0.05385562859011898,0,0,0,-1.2380553563954544,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False
2,0,1,2,0,-0.35379615295925143,0,0,0,0.12801863665869964,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,3,0,0.042208434831565535,0,0,0,-0.6603198968329684,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,2,5,0,0.5663321539664704,0,0,0,0.3659431904489648,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,4,0,-0.15579385906384294,0,0,0,0.2077062862535252,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,0.5896265414835772,0,0,0,0.12659564291593497,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,3,0,0.0887972098657793,0,0,0,0.41802476143415435,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,0,-0.9012142596112631,0,0,0,-0.6665810693011333,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0,0.37997705382961533,0,0,0,0.1849383863692894,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,3,0,0.9390423542401805,0,0,0,0.1849383863692894,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,2,0,1.9872897925099902,0,0,0,0.32723776064576376,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.14414666530528952,0,0,0,-1.3410801033716218,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,0,-0.027674727719755106,0,0,0,-0.36718318582343135,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
1,0,2,1,0,-0.9478030346454769,0,0,0,-0.4696387353024927,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,1,0,3,0,-0.41203212175201864,0,0,0,1.7288865972690364,2,0,True,False,False,False,False,False,False,False,False,False,False,False,True
2,0,0,4,0,-0.7730951282671753,0,0,0,0.8765133453529551,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True
3,0,2,1,0,0.44986021638093593,0,0,0,0.9732769198609571,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,2,1,0,0.6129209290006841,0,0,0,-0.8823069207042684,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,3,0,-0.9710974221625838,0,0,0,-0.8660847920367505,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
2,0,1,3,0,-0.016027533961201667,0,0,0,-0.6850799879570747,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,0,0,2,0,0.3683298600710619,0,0,0,0.05117697454940339,2,0,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,2,0,1.2418693919625698,0,0,0,-0.24195973646013372,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2,0,1,1,0,-0.47026809054478586,0,0,0,0.07679086191916894,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.33050176544214455,0,0,0,-0.28180356125754674,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2,1,0,0,-0.8662726783356028,0,0,0,2.500149205847527,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,0,0.030561241073012096,0,0,0,-0.36718318582343135,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
2,0,0,1,0,-0.9478030346454769,0,0,0,-0.6973177341448518,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0,-0.8662726783356028,0,0,0,0.7797497708449525,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,0,0,2,0,-0.5401512530961065,0,0,0,0.1564785115139945,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False
